name,category,address,phone,email,website,hours_raw,source_query,gmaps_url
Offtrack,Cocktail bar,"34 N Canal Rd, #01-01, Singapore 059290",+65 8748 0408,hello@offtrack.sg,http://www.offtrack.sg/,Tuesday 6 pm–12 am | Wednesday 6 pm–12 am | Thursday 6 pm–12 am | Friday 5 pm–1 am | Saturday 5 pm–1 am | Sunday Closed | Monday 6 pm–12 am | Tuesday6–7 pm | Wednesday6–7 pm | Thursday6–7 pm | Friday5–7 pm | Saturday5–7 pm | SundayClosed | Monday6–7 pm | Tuesday6–9:45 pm | Wednesday6–9:45 pm | Thursday6–9:45 pm | Friday5–9:45 pm | Saturday5–9:45 pm | SundayClosed | Monday6–9:45 pm,cocktail bars Singapore,https://www.google.com/maps/place/Offtrack/data=!4m7!3m6!1s0x31da19963cdecdf7:0x1f01bc4d6a92b7df!8m2!3d1.2869115!4d103.847206!16s%2Fg%2F11smcq6j4s!19sChIJ983ePJYZ2jER37eSak28AR8?authuser=0&hl=en&rclk=1
HighHouse,Restaurant,"1 Raffles Pl, L61-62, Singapore 048616",+65 9677 8074,hello@highhouse.sg,https://www.highhouse.sg/,Tuesday11:30 am–11 pm | Wednesday11:30 am–1 am | Thursday11:30 am–1 am | Friday11:30 am–1 am | Saturday5 pm–1 am | SundayClosed | Monday11:30 am–11 pm,cocktail bars Singapore,https://www.google.com/maps/place/HighHouse/data=!4m7!3m6!1s0x31da19ea9745a08b:0xf58982a852f90355!8m2!3d1.2848009!4d103.8511838!16s%2Fg%2F11krn5218q!19sChIJi6BFl-oZ2jERVQP5UqiCifU?authuser=0&hl=en&rclk=1
Lobby Bar at The Singapore EDITION,Bar,"38 Cuscaden Rd, Level 1, Singapore 249731",+65 6329 5000,LobbyBar.sgedition@editionhotels.com,https://www.editionhotels.com/singapore/restaurants-and-bars/lobby-bar/,Tuesday8 am–12 am | Wednesday8 am–12 am | Thursday8 am–1 am | Friday8 am–1 am | Saturday8 am–1 am | Sunday8 am–12 am | Monday8 am–12 am,cocktail bars Singapore,https://www.google.com/maps/place/Lobby+Bar+at+The+Singapore+EDITION/data=!4m7!3m6!1s0x31da19886e542a45:0xa39d7a2e988efba2!8m2!3d1.3053638!4d103.8274224!16s%2Fg%2F11l75cq4mb!19sChIJRSpUbogZ2jERovuOmC56naM?authuser=0&hl=en&rclk=1
The Penny Black,Pub,"26-27 Boat Quay, Singapore 049817",+65 6538 2300,,,Tuesday12 pm–12 am | Wednesday12 pm–12 am | Thursday12 pm–12 am | Friday12 pm–1 am | Saturday12 pm–1 am | Sunday12 pm–12 am | Monday3 pm–12 am,pubs Singapore,"https://www.google.com/maps/place/The+Penny+Black/@1.285934,103.849953,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190bdb71be0d:0xed1beb1436b876af!8m2!3d1.285934!4d103.849953!16s%2Fg%2F1tls0c18?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
The Public House,Pub,"42 Circular Rd, Singapore 049398",+65 6533 3545,,http://www.facebook.com/thepublichouse.sg,Tuesday12 pm–1 am | Wednesday12 pm–2 am | Thursday12 pm–2 am | Friday12 pm–3 am | Saturday6 pm–3 am | SundayClosed | Monday12 pm–1 am,pubs Singapore,https://www.google.com/maps/place/The+Public+House/data=!4m7!3m6!1s0x31da190bc8336b51:0x1bc56f46da8526ca!8m2!3d1.2863612!4d103.8493588!16s%2Fg%2F1ptynnxfy!19sChIJUWszyAsZ2jERyiaF2kZvxRs?authuser=0&hl=en&rclk=1
Molly Malone's Irish Pub,Irish pub,"56 Circular Rd, Singapore 049411",+65 6536 2029,craicsquad@molly-malone.com,http://www.molly-malone.com/,Tuesday11 am–1 am | Wednesday11 am–1 am | Thursday11 am–1 am | Friday11 am–3 am | Saturday12 pm–3 am | Sunday12 pm–1 am | Monday11 am–1 am,pubs Singapore,https://www.google.com/maps/place/Molly+Malone%27s+Irish+Pub/data=!4m7!3m6!1s0x31da190bc81cca9f:0xa85074372f62d00a!8m2!3d1.2859317!4d103.849344!16s%2Fg%2F1td_w33j!19sChIJn8ocyAsZ2jERCtBiLzd0UKg?authuser=0&hl=en&rclk=1
Wala Wala Cafe Bar,Bar,"31 Lor Mambong, Singapore 277689",+65 6462 4288,info@walawala.sg,http://www.walawala.sg/,Tuesday 4 pm–12 am | Wednesday 4 pm–12 am | Thursday 4 pm–1 am | Friday 4 pm–1 am | Saturday 4 pm–1 am | Sunday 4 pm–1 am | Monday 4 pm–12 am | Tuesday4–9 pm | Wednesday4–9 pm | Thursday4–9 pm | Friday4–9 pm | Saturday4–9 pm | Sunday4–9 pm | Monday4–9 pm,pubs Singapore,https://www.google.com/maps/place/Wala+Wala+Cafe+Bar/data=!4m7!3m6!1s0x31da1a6b958c754d:0x3dcc32df1724b508!8m2!3d1.3115853!4d103.794408!16s%2Fg%2F1w0hy455!19sChIJTXWMlWsa2jERCLUkF98yzD0?authuser=0&hl=en&rclk=1
SE9TEMBER CAFE & PUB,Karaoke bar,"1 Selegie Rd, #02-04/05 GR.iD (GR.iD Singapore), Singapore 188306",+65 8236 3881,,,Tuesday5 pm–2 am | Wednesday5 pm–2 am | Thursday5 pm–2 am | Friday5 pm–3 am | Saturday7 pm–3 am | SundayClosed | Monday5 pm–2 am,pubs Singapore,"https://www.google.com/maps/place/SE9TEMBER+CAFE+%26+PUB/@1.3005405,103.8492521,17z/data=!3m1!4b1!4m6!3m5!1s0x31da199f82835bcf:0xad478ebeaeff5322!8m2!3d1.3005405!4d103.8492521!16s%2Fg%2F11mb59601z?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
The Queen's Pub,English restaurant,"9 Raffles Blvd, Singapore 039596",+65 8690 7552,info@thequeenspub.com,https://www.thequeenspub.sg/,Tuesday12 pm–1 am | Wednesday12 pm–1 am | Thursday12 pm–1 am | Friday12 pm–1 am | Saturday3 pm–1 am | Sunday3 pm–1 am | Monday12 pm–1 am,pubs Singapore,https://www.google.com/maps/place/The+Queen%27s+Pub/data=!4m7!3m6!1s0x31da1954f7202a51:0xefd2e58228ff480d!8m2!3d1.2929634!4d103.8592985!16s%2Fg%2F11sks_lg05!19sChIJUSog91QZ2jERDUj_KILl0u8?authuser=0&hl=en&rclk=1
Ming's Cafe & Pub,Pub,"195 Upper Thomson Rd, Singapore 574340",,,,Tuesday5 pm–1 am | Wednesday5 pm–1 am | Thursday5 pm–1 am | Friday5 pm–2 am | Saturday5 pm–2 am | Sunday5 pm–1 am | Monday5 pm–1 am,pubs Singapore,"https://www.google.com/maps/place/Ming's+Cafe+%26+Pub/@1.3517545,103.835289,17z/data=!3m1!4b1!4m6!3m5!1s0x31da173a5ab669c3:0xdf656d85acf7e0cc!8m2!3d1.3517545!4d103.835289!16s%2Fg%2F1tg2h5tn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Rays The Bar,Bistro,"2 Venture Dr, #01-40 magic life pte. ltd., Singapore 608526",,,,Tuesday6 pm–1 am | Wednesday6 pm–1 am | Thursday6 pm–1 am | Friday6 pm–1 am | Saturday6 pm–2 am | SundayClosed | Monday6 pm–1 am,pubs Singapore,"https://www.google.com/maps/place/Rays+The+Bar/@1.3302364,103.7445084,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1131f0122a03:0x9f36db3ce936ac36!8m2!3d1.3302364!4d103.7445084!16s%2Fg%2F11n77psy4l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
爱忘忧 Pub,Bar,"261 Jln Besar, Singapore 208936",+65 9152 5275,,https://www.facebook.com/iwantyou261,Tuesday3:30 pm–1 am | Wednesday3:30 pm–1 am | Thursday3:30 pm–1 am | Friday3:30 pm–3 am | Saturday3:30 pm–3 am | Sunday3:30 pm–1 am | Monday3:30 pm–1 am,pubs Singapore,https://www.google.com/maps/place/%E7%88%B1%E5%BF%98%E5%BF%A7+Pub/data=!4m7!3m6!1s0x31da19d9336c5545:0xcca3030fb7f07ae!8m2!3d1.3102998!4d103.858353!16s%2Fg%2F11h4n9zjw_!19sChIJRVVsM9kZ2jERrgd_-zAwygw?authuser=0&hl=en&rclk=1
Blueberry Hill Pub & Cafe,Pub,"20 Jln Leban, Singapore 577556",,,,Tuesday4 pm–1 am | Wednesday4 pm–1 am | Thursday4 pm–1 am | Friday4 pm–1 am | Saturday4 pm–1 am | Sunday4 pm–1 am | Monday4 pm–1 am,pubs Singapore,"https://www.google.com/maps/place/Blueberry+Hill+Pub+%26+Cafe/@1.3718885,103.8293335,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16d1c9cc20a1:0x6ad73c82bf353239!8m2!3d1.3718885!4d103.8293335!16s%2Fg%2F1tg32qmd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
MALT Craft Beer Bar,Bar,"302 Beach Rd, #01-07 Concourse Skyline, Singapore 199600",+65 8091 0908,maltbarsg@gmail.com,http://www.maltcraftbeerbar.com/,Tuesday5–11 pm | Wednesday5–11 pm | Thursday5–11 pm | Friday5 pm–1 am | SaturdayClosed | SundayClosed | MondayClosed,pubs Singapore,https://www.google.com/maps/place/MALT+Craft+Beer+Bar/data=!4m7!3m6!1s0x31da195fcec7dc67:0x956a907a1b367745!8m2!3d1.3010448!4d103.8621393!16s%2Fg%2F11j4dmstkq!19sChIJZ9zHzl8Z2jERRXc2G3qQapU?authuser=0&hl=en&rclk=1
LE WHITE BAR,Karaoke bar,"27 W Coast Hwy, #01-05, Singapore 117867",+65 9753 2848,,http://www.lewhitebar.com/,Tuesday 4 pm–1 am | Wednesday 4 pm–1 am | Thursday 4 pm–1 am | Friday 4 pm–1 am | Saturday 4 pm–2 am | Sunday 4 pm–1 am | Monday 4 pm–1 am | Tuesday4–7 pm | Wednesday4–7 pm | Thursday4–7 pm | Friday4–7 pm | Saturday4–7 pm | Sunday4–7 pm | Monday4–7 pm,pubs Singapore,https://www.google.com/maps/place/LE+WHITE+BAR/data=!4m7!3m6!1s0x31da1b682a6a8267:0x7adaf89c87b3e33a!8m2!3d1.2831852!4d103.7805348!16s%2Fg%2F11kk5tgjm3!19sChIJZ4JqKmgb2jEROuOzh5z42no?authuser=0&hl=en&rclk=1
Moon Pub,Pub,"6 Jln Klapa, Singapore 199318",,,https://www.facebook.com/profile.php?id=61552385158034,Tuesday5 pm–3 am | Wednesday5 pm–3 am | Thursday5 pm–3 am | Friday5 pm–3 am | Saturday5 pm–3 am | Sunday7 pm–2 am | Monday5 pm–3 am,pubs Singapore,https://www.google.com/maps/place/Moon+Pub/data=!4m7!3m6!1s0x31da19bef141f03f:0x2e7dfbd24767bdfd!8m2!3d1.3042326!4d103.8600147!16s%2Fg%2F11s82jrpnj!19sChIJP_BB8b4Z2jER_b1nR9L7fS4?authuser=0&hl=en&rclk=1
D.Bespoke,Bar,"2 Bukit Pasoh Rd, Singapore 089816",+65 8141 5741,reservations@dbespoke.sg,http://www.dbespoke.sg/,Tuesday6 pm–1 am | Wednesday6 pm–1 am | Thursday6 pm–1 am | Friday6 pm–2 am | Saturday6 pm–2 am | SundayClosed | Monday6 pm–1 am,pubs Singapore,https://www.google.com/maps/place/D.Bespoke/data=!4m7!3m6!1s0x31da196d97ab6b7d:0x192ea5339324a4c7!8m2!3d1.2787135!4d103.8410542!16s%2Fg%2F11b6ns6k_5!19sChIJfWurl20Z2jERx6QkkzOlLhk?authuser=0&hl=en&rclk=1
The Windsor Arms,Gastropub,"73 Bukit Tinggi Rd, Singapore 289761",+65 6467 4311,,,Tuesday12–11 pm | Wednesday12–11 pm | Thursday12–11 pm | Friday12 pm–1 am | Saturday12 pm–1 am | Sunday12–11 pm | Monday12–11 pm,pubs Singapore,"https://www.google.com/maps/place/The+Windsor+Arms/@1.345831,103.792638,17z/data=!3m1!4b1!4m6!3m5!1s0x31da10ecaa085d95:0xefda11f1fbf84df5!8m2!3d1.345831!4d103.792638!16s%2Fg%2F11b6dpf3dj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Warehouse Bar - SINGAPORE,Live music bar,"3C River Valley Rd, #01- 02 C, Singapore 179022",+65 6333 4228,info@warehousecq.com,http://warehousecq.com/,Tuesday 5 pm–3 am | Wednesday 5 pm–3 am | Thursday 5 pm–3 am | Friday 5 pm–3 am | Saturday 5 pm–4 am | Sunday 5 pm–3 am | Monday 5 pm–3 am | Tuesday5–7 pm | Wednesday5–7 pm | Thursday5–7 pm | Friday5–7 pm | Saturday5–7 pm | Sunday5–7 pm | Monday5–7 pm,pubs Singapore,https://www.google.com/maps/place/Warehouse+Bar+-+SINGAPORE/data=!4m7!3m6!1s0x31da19a0469589f7:0x56d01332e5318d0b!8m2!3d1.2904425!4d103.8456799!16s%2Fg%2F1vgq9l_c!19sChIJ94mVRqAZ2jERC40x5TIT0FY?authuser=0&hl=en&rclk=1
Le Starlette Pub,Pub,"20 Jln Leban, Singapore 577556",+65 9066 8774,,,Tuesday5 pm–1 am | Wednesday5 pm–1 am | Thursday5 pm–1 am | Friday5 pm–1 am | Saturday5 pm–2 am | Sunday5 pm–12 am | Monday5 pm–1 am,pubs Singapore,"https://www.google.com/maps/place/Le+Starlette+Pub/@1.3718731,103.8293261,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16d1bb00136d:0xa58cb4157295d0f9!8m2!3d1.3718731!4d103.8293261!16s%2Fg%2F1tcvlspt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
The Warehouse Lobby Bar (Robertson Quay),Bar,"320 Havelock Rd, Singapore 169628",+65 6828 0000,frontoffice@thewarehousehotel.com,https://www.thewarehousehotel.com/lobbybar/,Tuesday11 am–12 am | Wednesday11 am–12 am | Thursday11 am–12 am | Friday11 am–1 am | Saturday11 am–1 am | Sunday11 am–12 am | Monday11 am–12 am,pubs Singapore,https://www.google.com/maps/place/The+Warehouse+Lobby+Bar+%28Robertson+Quay%29/data=!4m7!3m6!1s0x31da19922de66db7:0xdd42766c17d0a1e2!8m2!3d1.2893253!4d103.8375443!16s%2Fg%2F11thnjw2bp!19sChIJt23mLZIZ2jER4qHQF2x2Qt0?authuser=0&hl=en&rclk=1
KPO,Bar,"1 Killiney Rd, Singapore 239518",+65 6733 3648,kpo@imaginings.com.sg,https://kpo.com.sg/,Tuesday2 pm–1 am | Wednesday2 pm–1 am | Thursday2 pm–1 am | Friday2 pm–2 am | Saturday4 pm–1 am | SundayClosed | Monday2 pm–1 am,pubs Singapore,https://www.google.com/maps/place/KPO/data=!4m7!3m6!1s0x31da199719f859ab:0xa2ce2dc9428fdf9b!8m2!3d1.300215!4d103.8406515!16s%2Fg%2F1tmcjrjw!19sChIJq1n4GZcZ2jERm9-PQsktzqI?authuser=0&hl=en&rclk=1
Brauhaus Restaurant & Pub,German restaurant,"101 Thomson Road, B1, #13/14 United Square, 307591",+65 6250 3116,brauhaus1314@gmail.com,http://www.brauhaussg.com/,Tuesday12 pm–12 am | Wednesday12 pm–12 am | Thursday12 pm–12 am | Friday12 pm–1 am | Saturday12 pm–1 am | Sunday4:30 pm–12 am | Monday12 pm–12 am,pubs Singapore,https://www.google.com/maps/place/Brauhaus+Restaurant+%26+Pub/data=!4m7!3m6!1s0x31da19e8096a04b3:0x25ca80e78f8f9efe!8m2!3d1.3169435!4d103.8440475!16s%2Fg%2F1tfglxyc!19sChIJswRqCegZ2jER_p6Pj-eAyiU?authuser=0&hl=en&rclk=1
Cyclone Party Pub,Pub,"34 Circular Rd, Singapore 049390",+65 6438 5538,,,Tuesday5 pm–3 am | Wednesday5 pm–3 am | Thursday5 pm–3 am | Friday5 pm–3 am | Saturday7 pm–4 am | SundayClosed | Monday5 pm–3 am,pubs Singapore,"https://www.google.com/maps/place/Cyclone+Party+Pub/@1.2866083,103.8491285,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190bb543efb3:0x942f8dd8f0f1d516!8m2!3d1.2866083!4d103.8491285!16s%2Fg%2F1ts3c41m?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Mogambo Bar & Restaurant,Bar,"3 Canton St, #01-01, Singapore 049745",+65 6438 9808,,http://www.mogambo.sg/,Tuesday5 pm–3 am | Wednesday5 pm–3 am | Thursday5 pm–3 am | Friday5 pm–4 am | Saturday6 pm–4 am | SundayClosed | Monday5 pm–3 am,pubs Singapore,https://www.google.com/maps/place/Mogambo+Bar+%26+Restaurant/data=!4m7!3m6!1s0x31da190bc88e47e1:0x814fd3da37809f0!8m2!3d1.286271!4d103.849461!16s%2Fg%2F1tfcf8nd!19sChIJ4UeOyAsZ2jER8Al4oz39FAg?authuser=0&hl=en&rclk=1
Bojio Pub,Pub,"261 Upper Thomson Rd, Singapore 574388",+65 9827 6268,,https://www.facebook.com/B0JI0?mibextid=LQQJ4d,Tuesday4 pm–3 am | Wednesday4 pm–3 am | Thursday4 pm–3 am | Friday4 pm–4 am | Saturday4 pm–4 am | SundayClosed | Monday4 pm–3 am,pubs Singapore,https://www.google.com/maps/place/Bojio+Pub/data=!4m7!3m6!1s0x31da17d91ae52957:0xf3850f5547f54e65!8m2!3d1.3535455!4d103.8334465!16s%2Fg%2F11h4pl3dws!19sChIJVynlGtkX2jERZU71R1UPhfM?authuser=0&hl=en&rclk=1
Ken's Pub,Bar,"52 Yio Chu Kang Rd, Singapore 545561",,kctansbe@yahoo.com.sg,https://singaporekaraokepubslounges.com/kens-pub/,Tuesday5 pm–1 am | Wednesday5 pm–1 am | Thursday5 pm–1 am | Friday5 pm–1 am | Saturday5 pm–2 am | Sunday5 pm–1 am | Monday5 pm–1 am,pubs Singapore,https://www.google.com/maps/place/Ken%27s+Pub/data=!4m7!3m6!1s0x31da17aee4e43e0b:0x8f0d80f4a5912d2!8m2!3d1.3571363!4d103.87574!16s%2Fg%2F1v_s3d_6!19sChIJCz7k5K4X2jER0hJZSg_Y8Ag?authuser=0&hl=en&rclk=1
Bar @ Lorong 13,Bar,"1A Lor 13 Geylang, Singapore 388674",,,,Tuesday5 pm–1:30 am | Wednesday5 pm–1:30 am | Thursday5 pm–3 am | Friday5 pm–3 am | Saturday5 pm–3 am | Sunday5 pm–1:30 am | Monday5 pm–1:30 am,pubs Singapore,"https://www.google.com/maps/place/Bar+@+Lorong+13/@1.3128312,103.8775861,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19d6724b9a71:0x381579b937777c0d!8m2!3d1.3128312!4d103.8775861!16s%2Fg%2F11g24w99vb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Ice-Cold Beer,Bar,"9 Emerald Hill Rd, Singapore 229293",+65 6735 9929,,,Tuesday3 pm–2 am | Wednesday3 pm–2 am | Thursday3 pm–2 am | Friday3 pm–3 am | Saturday2 pm–3 am | Sunday2 pm–2 am | Monday3 pm–2 am,pubs Singapore,"https://www.google.com/maps/place/Ice-Cold+Beer/@1.3018658,103.8390435,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1996cb3f8cc9:0x6a5bc0c8d73844cf!8m2!3d1.3018658!4d103.8390435!16s%2Fg%2F1tgf9wvw?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Level Up - Bar & Arcade @ Clarke Quay,Bar,"3A River Valley Rd, #02-04 Blk A Clarke Quay, Singapore 179020",+65 9231 4992,,http://www.1-levelup.com/,Tuesday 5 pm–1 am | Wednesday 5 pm–1 am | Thursday Closed | Friday 5 pm–3 am | Saturday 5 pm–3 am | Sunday 5 pm–1 am | Monday 5 pm–1 am | Tuesday5–8 pm | Wednesday5–8 pm | Thursday5–8 pm | Friday5–8 pm | Saturday5–8 pm | Sunday5–8 pm | Monday5–8 pm,pubs Singapore,https://www.google.com/maps/place/Level+Up+-+Bar+%26+Arcade+@+Clarke+Quay/data=!4m7!3m6!1s0x31da19a020670f99:0xa5c41417948b3236!8m2!3d1.289512!4d103.8450698!16s%2Fg%2F11f_lt8nt5!19sChIJmQ9nIKAZ2jERNjKLlBcUxKU?authuser=0&hl=en&rclk=1
Deck Bar,Bistro,"2 Kallang Ave, #01-K1, Singapore 339407",+65 9887 3377,,https://social.quandoo.com/en/groups/deck-bar,Tuesday 3 pm–3 am | Wednesday 3 pm–3 am | Thursday 3 pm–3 am | Friday 3 pm–3 am | Saturday 6 pm–4 am | Sunday Closed | Monday 3 pm–3 am | Tuesday2–7:30 pm | Wednesday2–7:30 pm | Thursday2–7:30 pm | Friday2–7:30 pm | Saturday4–7:30 pm | SundayClosed | Monday2–7:30 pm | Tuesday2–11:30 pm | Wednesday2–11:30 pm | Thursday2–11:30 pm | Friday2–11:30 pm | Saturday2–11:30 pm | SundayClosed | Monday2–11:30 pm,pubs Singapore,https://www.google.com/maps/place/Deck+Bar/data=!4m7!3m6!1s0x31da19cbeaaea64b:0x3ee295e3fba7cfc9!8m2!3d1.3124118!4d103.8631809!16s%2Fg%2F11ggr4t40n!19sChIJS6au6ssZ2jERyc-n--OV4j4?authuser=0&hl=en&rclk=1
Round 1 Karaoke Pub,Karaoke bar,"205 Thomson Rd, Goldhill Shopping Centre, Singapore 307639",+65 9889 3137,,,Tuesday5 pm–2 am | Wednesday5 pm–2 am | Thursday5 pm–2 am | Friday5 pm–3 am | Saturday5 pm–3 am | Sunday5 pm–12 am | Monday5 pm–2 am,pubs Singapore,"https://www.google.com/maps/place/Round+1+Karaoke+Pub/@1.3184905,103.8431759,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19a383c2f19b:0x43f671368eccce7c!8m2!3d1.3184905!4d103.8431759!16s%2Fg%2F11t85p9w4l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
38 Bar,Bar,"37 Boat Quay, Singapore 049826",,,,Tuesday5 pm–2 am | Wednesday5 pm–2 am | Thursday5:05 pm–2 am | Friday5 pm–3 am | Saturday5 pm–12 am | Sunday12 am–3 pm5 pm–2 am | Monday5 pm–2 am,pubs Singapore,"https://www.google.com/maps/place/38+Bar/@1.2863308,103.8496188,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190982694b41:0x285a2fe2a243e27!8m2!3d1.2863308!4d103.8496188!16s%2Fg%2F11qbbczzw2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Gold8 Bar,Pub,"38 Jln Pemimpin, #01-03, Singapore 577178",+65 8866 1899,,https://www.instagram.com/gold8sg?igsh=cmhlbmgzM2FibWZx&utm_source=qr,Tuesday6:30 pm–1 am | Wednesday6:30 pm–1 am | Thursday6:30 pm–1 am | Friday6:30 pm–2 am | Saturday5 pm–2 am | SundayClosed | Monday6:30 pm–1 am,pubs Singapore,https://www.google.com/maps/place/Gold8+Bar/data=!4m7!3m6!1s0x31da17de7c00b7cd:0xcee43f6826e985ae!8m2!3d1.3485773!4d103.8415624!16s%2Fg%2F11v01lp994!19sChIJzbcAfN4X2jERroXpJmg_5M4?authuser=0&hl=en&rclk=1
Gossip Bar: Your go-to KTV / Karaoke bar in Singapore,Karaoke bar,"1 Irving Pl, #01-27/28 The Commerze@Irving, Singapore 369546",+65 9118 8088,,https://social.quandoo.com/en/groups/gossip-bar-your-go-to-ktv-karaoke-bar-in-singapore,Tuesday4 pm–1 am | Wednesday4 pm–1 am | Thursday4 pm–1 am | Friday4 pm–1 am | Saturday5 pm–2 am | SundayClosed | Monday4 pm–1 am,pubs Singapore,https://www.google.com/maps/place/Gossip+Bar:+Your+go-to+KTV+%2F+Karaoke+bar+in+Singapore/data=!4m7!3m6!1s0x31da17b585d3a24f:0x8e82f62a14ad0f6d!8m2!3d1.3361782!4d103.8864248!16s%2Fg%2F11tk8qd3bc!19sChIJT6LThbUX2jERbQ-tFCr2go4?authuser=0&hl=en&rclk=1
Together Bar,Bar,"317 Outram Rd, #01-29 ASH-TY EDUCATION, Singapore 169075",,,http://www.facebook.com/togetherbar178,Tuesday7 pm–2 am | Wednesday7 pm–2 am | Thursday7 pm–2 am | Friday7 pm–3 am | Saturday8 pm–3 am | SundayClosed | Monday7 pm–2 am,pubs Singapore,https://www.google.com/maps/place/Together+Bar/data=!4m7!3m6!1s0x31da19d70d848045:0x5e743ddb7a3aca4!8m2!3d1.2892715!4d103.8338165!16s%2Fg%2F11j2x5my7v!19sChIJRYCEDdcZ2jERpKyjt91D5wU?authuser=0&hl=en&rclk=1
Here Kitty Kitty,Cocktail bar,"3E River Valley Rd, #02-01 E, Clarke Quay, Singapore 179024",+65 9489 8357,,,Tuesday5–11 pm | Wednesday5 pm–3 am | Thursday6 pm–4 am | Friday6 pm–4 am | Saturday6 pm–4 am | SundayClosed | MondayClosed,pubs Singapore,"https://www.google.com/maps/place/Here+Kitty+Kitty/@1.290195,103.846359,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19da62840389:0x95c1641c0bd5a9a4!8m2!3d1.290195!4d103.846359!16s%2Fg%2F11q7f_2dct?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Talk Cock Sing Song,Pub,"244 Upper Thomson Rd, Singapore 574369",+65 9666 5379,,,Tuesday5 pm–3 am | Wednesday5 pm–3 am | Thursday5 pm–3 am | Friday5 pm–3 am | Saturday5 pm–3 am | Sunday5 pm–3 am | Monday5 pm–3 am,pubs Singapore,"https://www.google.com/maps/place/Talk+Cock+Sing+Song/@1.3532427,103.8347882,17z/data=!3m1!4b1!4m6!3m5!1s0x31da173aebbabfa3:0x2a4d3e4899be409e!8m2!3d1.3532427!4d103.8347882!16s%2Fg%2F1vqmfwr9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
Highlander Bar @ Millenia Walk,Bar,"9 Raffles Blvd, #01-03 to 05, Singapore 039596",+65 6235 9528,info@highlanderasia.com,http://www.highlanderasia.com/,Tuesday5 pm–2 am | Wednesday5 pm–3 am | Thursday5 pm–3 am | Friday5 pm–3 am | Saturday5 pm–4 am | Sunday5 pm–2 am | Monday5 pm–2 am,pubs Singapore,https://www.google.com/maps/place/Highlander+Bar+@+Millenia+Walk/data=!4m7!3m6!1s0x31da19a0305e11af:0x5f9b69e7bc4b3b9!8m2!3d1.2930798!4d103.8584187!16s%2Fg%2F1tffg8x5!19sChIJrxFeMKAZ2jERubPEe562-QU?authuser=0&hl=en&rclk=1
Melodies Pub & Karaoke,Karaoke bar,"3 Thong Soon Avenue, Springleaf Garden, Estate, Singapore 787432",,,,Tuesday3:30 pm–1 am | Wednesday3:30 pm–1 am | Thursday3:30 pm–1 am | Friday3:30 pm–1 am | Saturday3:30 pm–2 am | Sunday4 pm–1 am | Monday3:30 pm–1 am,pubs Singapore,"https://www.google.com/maps/place/Melodies+Pub+%26+Karaoke/@1.3971828,103.8187916,17z/data=!3m1!4b1!4m6!3m5!1s0x31da115480eee7f3:0xe76d9be6f02d4fe0!8m2!3d1.3971828!4d103.8187916!16s%2Fg%2F1vxvfck7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDQyOS4wIKXMDSoASAFQAw%3D%3D"
