name,category,description,website,whatsapp,page_url,active_deal_count,deal_titles
Gong Jiang Interior Contractor,Kitchen,,https://www.facebook.com/share/17uVdoya7q/?mibextid=wwXIfr,+65 8408 5509,https://btogroupbuy.sg/brand/gong-jiang-interior-contractor-57c84d21-e43f-4405-8a73-478293ef0920,2,"🔥HDB Toilet and Kitchen Upgrade Package BTO Group Buy Only $20,800!🔥 | BTO Group Buy Kitchen Cabinets-Direct Factory Price"
Good sleep,Bedroom,Stay healthy with HEPA filtered clean air & a dehumidifier extracting up to 750ml of water. Dehumidifies with a built-in HEPA filter,https://www.google.com/aclk?sa=l&ai=DChsSEwjip9egj9COAxX2mIMHHQUQCtkYACICCAEQABoCZWY&co=1&ase=2&gclid=CjwKCAjw7fzDBhA7EiwAOqJkh1v8TAsGZWdAOncy92XGIXM7DWGMSENa_kzPSjfs45r6UVIZdDYvvRoCLsMQAvD_BwE&category=acrcp_v1_48&sig=AOD64_0GHFYXVmZlmHp54Lah3QstzOfOtQ&q&nis=4&adurl&ved=2ahUKEwjg5NCgj9COAxWJ1wIHHbr4MbAQ0Qx6BAgJEAE,+6586858813,https://btogroupbuy.sg/brand/good-sleep-3f2eba6e-e398-4c9f-85db-013b096f0eaa,3,Cloud Pillow | 12% off Forest 2 in 1 Dehumidifier & Air Purifier  | 12% Off the Signature Mattress
GoodLiving Singapore,Furniture,Home improvement store in Singapore,https://www.goodliving.sg/,+6588784758,https://btogroupbuy.sg/brand/goodliving-singapore-8d365150-0771-4860-aa06-717f48928773,1,5% Off Retail Price
Gyon Design & Build,Bathroom,,btogroupbuy.sg (https://btogroupbuy.sg/),+65 8169 5878,https://btogroupbuy.sg/brand/gyon-design-build-c17e5f60-a35e-4e3b-b630-27360b66e6b0,1,📌 Closed Batch | Acrylic Panel with COB LED + KDK Ventilation Fan BTO Group Buy
Haven Digital Lock,Door & Locks,"Start your BTO journey right with Singapore’s favourite digital lock brand, Haven Digital Lock. Trusted by over 10,000 happy homes and backed by strong 5 star reviews on Google and social platforms, we are known for our reliable service and quality products. We offer a wide range of digital locks for doors and gates, including synchronized bundles that unlock both your gate and door seamlessly. Designed for convenience, security, and modern living, our locks are built to keep your home safe. Never worry about keys again with Haven Digital Lock.",,+6580203028,https://btogroupbuy.sg/brand/haven-digital-lock-71e2e19d-f04a-4fe4-b0c6-19f612d3fb8f,6,BTO Hyundai 2 in 1 Bundle Group Buy - 25%OFF | BTO Hyundai Lock Promo – 20%OFF | BTO Door + Gate Smart Lock Bundle Promo - 18%OFF | Singapore BTO Smart Lock Package – 18%OFF | BTO Group Buy Digital Lock Deal – Gate + Door Bundle $899 | BTO Smart Gate & Door Lock Bundle Promo (Free Installation) 
Haylee Mattress,Bedroom,Quality Mattresses At Affordable Price,https://haylee.sg/the-haylee-mattress?srsltid=AfmBOorWo7m9t07cxGY0QBcGbWkZVKIoXJCXB4weyV7ALrLJq0k3R_JU,+65743188257,https://btogroupbuy.sg/brand/haylee-mattress-c18ecc4a-ad53-40d7-8301-41b50ecd06de,1,6% off mattresses
HERA Bathroom,Bathroom,"Your Trusted Bathroom
Supplier Since 2017

Total Bathroom Concepts
Conveniently, Affordably

HERA Bathroom has come a long way to provide the best of service made possible with our pleasure to share our passion and strength.
HERA Bathroom’s design principle is simple – a reverence for women.

To give women a voice in an area where they seek respite and pamper themselves. Women know bathrooms – that’s why we listen to their needs and aim to exceed their expectations. HERA Bathroom’s products are designed with the busy and modern women in mind; to fit in urban bathrooms of all shapes and sizes with space constraints while catering to their individual lifestyles.",https://www.herabathroom.com/,+6582222978,https://btogroupbuy.sg/brand/hera-bathroom-68e5f793-5135-4d86-a5d7-33f0495beb8b,1,Bathroom System Bundles + installation
HipVan,Furniture,"HipVan is proud to be founded in Singapore. Like you, we’re young adults who care about creating an inspiring home we call our own. The problem of limited furnishing options, high retail mark-ups and low quality products here inspired us to build HipVan in the country we call home.
We try not to take ourselves too seriously (HipVan was launched on April Fools’ Day 2013!) but what we do take seriously is our commitment to help you build the home that inspires you and your loved ones every day. This is what drives HipVan (pun intended)!",https://www.hipvan.com/,6598235583,https://btogroupbuy.sg/brand/hipvan-830f0028-2abd-418e-a37c-88e01b1136ff,3,Save up to $420 on your furniture | Save up to $180 on your furniture | Save up to $720 on your furniture
Home Expo Asia,Renovation & ID,"Home Expo Asia is Singapore's leading vinyl flooring installer and home and renovation solutions provider. We work with the best in the industry, using only the best materials, with zero compromises on quality, design and service delivery.",https://homeexpo.asia/,6587425660,https://btogroupbuy.sg/brand/home-expo-asia-50d08f03-417b-4cc4-9b2b-4e302a13ca1c,4,💥 SUPER PRICE DROP for 6MM Premium Vinyl Floors! 💥 | Vinyl Flooring Exclusive Group Buy Save $1572 | BTO Home Premium Vinyl Flooring Saving $1990 | 6mm Vinyl Floor Saving $1313
House of Shade,Window & Curtain,"Blinds & Curtains That Wow, Every Time.

Here at House of Shade, we provide tailored window solutions with elegance & ease.",https://www.facebook.com/profile.php?id=61575373195631,6588879718,https://btogroupbuy.sg/brand/house-of-shade-f82b1450-b1f6-4eb6-ad87-e94af36216db,3,Ultimate Comfort Window Films only from $7 | Korean Blinds Where Sophistication Meets Function only $9 | Curtains That Complete Your Home Saving $20 per meter
Income Singapore,Other Services,"📸 Keep your home memories intact and enjoy exclusive savings!
Complement your current Fire Insurance with Enhanced Home Insurance to protect your home and its contents1, freeing you from the strain and stress on your finances in unexpected situations like fire. In addition, enjoy complimentary Income's Emergency Home Assistance2 for a peace of mind during home emergencies with 24/7 assistance for plumbing, electrician, locksmith, pest control and air-conditioner repair services via our hotline.


Buy now and receive 30% off + 55,000 STAR$®^ with Enhanced Home Insurance 3-year plan! Simply enter promo code 'HOME30' upon check out to claim the offer.


Promotion is valid from 12 April to 31 December 2025.",https://www.income.com.sg/buy/enhanced-home-insurance?prep=YWdlbnRDb2RlPTUyNzk5NA==,+6596406517,https://btogroupbuy.sg/brand/income-singapore-9bdfd0e4-b492-4165-ade0-fa401881eba1,0,
Invisible Grille Concept,Window & Curtain,"Invisible Grille Concept
Established in Singapore October 2009 to introduce a new solution of window and balcony safety grilles with the latest concept called “Invisible Grille”. IGC pride ourselves as one of the pioneering invisible grille provider in Singapore.",https://igc.sg/,6566111333,https://btogroupbuy.sg/brand/invisible-grille-concept-da899ed1-6c66-4b7f-833c-a5b5e7b4e874,1,Invisible Grilles for BTOs Exclusive 10%OFF
Jestac - Home Solution Provider,Other Services,Offers repair services,https://www.jestac.com/,+6562888290,https://btogroupbuy.sg/brand/jestac--home-solution-provider-117a1b58-fe5d-4d46-96a3-8be8bd333b0a,0,
Jia le curtains and blinds,Window & Curtain,Window treatment store in Singapore,https://www.jialetextile.sg/,+6562817211,https://btogroupbuy.sg/brand/jia-le-curtains-and-blinds-3d25d5f8-1b82-445f-a98d-146b544778c2,4,$50 OFF JLT Window Blinds | $50 OFF JLT PanoramaGuard (Invisible Grilles) | 20% OFF JLT Smart (Motorised) Curtains | $50 OFF JLT Day & Night Curtains
JL Aircon Service,Aircon Installation,"JL AIRCOND PTE LTD is a trusted air conditioning company in Singapore, providing installation, servicing, and maintenance for residential, commercial, and industrial clients. Since 2020, we’ve been committed to delivering reliable and affordable cooling solutions tailored to our customers’ needs.

",https://jlaircond.com.sg/,+65 8796 7538,https://btogroupbuy.sg/brand/jl-aircon-service-c5777f71-900f-430c-805a-448216d6db51,6,Aircon Installation - Mitsubishi Stamex | Aircon Relocation — From $3xx | Aircon Chemical Overhaul — From $120 | Aircon Servicing — From $50 Only | Cassette Aircon Installation (Daikin & Mitsubishi) — From $3xxx | Aircon Installation + FREE UPGRADE MATERIAL
King of Formaldehyde,Formaldehyde Removal,"We’ll help you remove those harmful &
cancerous chemical odours",https://kingformaldehyde.sg/,+6587883388,https://btogroupbuy.sg/brand/king-of-formaldehyde-946f0b64-a743-4a49-94c0-8c100dfa0137,2,Condo - Formaldehyde removal  | HDB/BTO - Formaldehyde removal 
King of KTV - K歌之王,Home & Living,,Www.kingofktv.com,+6583619871,https://btogroupbuy.sg/brand/king-of-ktv--k歌之王-7cf8f3aa-54c5-48c7-9a62-378ff4a5d607,2,JazPiper Karaoke Group Buy Singapore - BTO Group Buy | Home Karaoke System Singapore Deal - BTO Group Buy
KKPL,Kitchen,Kitchen furniture store in Singapore,kkpl.com.sg,+6597222699,https://btogroupbuy.sg/brand/kkpl-52cb04e7-b4e3-4b69-8ec6-1d8178832373,1, 10% Off KKPL Kitchen Solutions
KLEANCOSG PTE LTD,Cleaning Services,"At KleanCo, we believe that a clean space is a better space — for living, working, and thriving. Our team of specialised and professionally trained cleaners is committed to delivering the highest standards of cleanliness and hygiene across every project we take on. Whether it’s residential units, commercial offices, or industrial facilities, we approach every job with precision, care, and attention to detail. We don’t just clean — we elevate your environment, ensuring every corner sparkles and every surface shines. Backed by a strong service ethic, proven methods, and top-grade equipment, KleanCo is your trusted one-stop solution for all your cleaning needs.",www.kleancosg.com,+65 8462 3569,https://btogroupbuy.sg/brand/kleancosg-pte-ltd-06c0aee9-ed3d-41c6-a0ea-12e7bddf8155,1,Post Renovation Cleaning enjoy 10% off
KMAC Singapore,Cleaning Services,House cleaning service in Singapore,https://kmac.com.sg/,+6569093822,https://btogroupbuy.sg/brand/kmac-singapore-60732633-1b08-4792-8a20-4a5768e49eac,1,Post Renovation Detailed Cleaning Service Package
Levels (Vhive),Furniture,We offer assembly services and our fixers have more than a decade of experience with our products.,https://levels.sg/?srsltid=AfmBOop4_KiGh3K_LbJpXAEyHBcZeOEYptKd7--hR6kOcCvTQ9lV1eYJ,+6584900084,https://btogroupbuy.sg/brand/levels-(vhive)-992b04c4-13eb-42f1-accd-2579a5ae0124,1,5% OFF Tailored Storage & Furniture – 100% Customizable
Life by City Energy,Bathroom,Energise your daily living with our lower-carbon solutions.,https://www.cityenergylife.com.sg/,+6581695878,https://btogroupbuy.sg/brand/life-by-city-energy-b0a4df6f-70a5-465a-9632-9b37062478ce,1,🔥Best Gas Heater for BTO Singapore – $550 Group Buy Deal🔥
Light Avenue, Lighting and Fans ,"Light Avenue is dedicated to providing excellent customer service, we believe in building trust and creating long-lasting relationship with our customers. 

We offer a wide range of selection for lighting fixtures, sanitary wares, kitchen accessories and ceiling fans for home residences. Every piece of product go through a stringent check to ensure that we will only provide safe to use and reliable products to our customers.

 At Light Avenue, we are committed to giving our customers an exceptional customer service experience, a wide range of quality products at a reasonable price.",http://www.lightavenuesg.com/,+65  9621 3772,https://btogroupbuy.sg/brand/light-avenue-c9f2c144-6f62-4286-a484-7d1564d4f01c,2,🔥Point One Cyclone Fan Promo BTO Group Buy - 15%off🔥 | 🔥DC Ceiling Fan BTO Group Buy 🔥
Loft Home,Furniture,"Loft Home
Established since 2017, Loft Home is a Singapore GST registered company. We specialize in retail and wholesale of furniture, decorations, and other household equipments. 

We believe good furniture should have practical designs, excellent craftsmanship, unique styles and affordable prices. That’s all, nothing more. There shouldn't be an opulent and expensive shopfront that serves as unnecessary costs.",https://lofthome.com/,+6590903693,https://btogroupbuy.sg/brand/loft-home-91c8b70a-f03b-42ad-9364-d0e042db3de2,1,Loft Home Bundle Deals enjoy $60 OFF
M&L,Window & Curtain,"Since 1997, we’ve been a trusted name in the curtain and blind industry, specializing in custom-made curtains, motorized systems, wall coverings, carpets, and upholstery. Our expertise spans a variety of window treatments, including roller blinds, combi blinds, and honeycomb blinds, with a deep understanding of both manual and motorized solutions.

Our business thrives on referrals from interior designers, architects, contractors, property agents, and satisfied clients, who trust us for our exceptional service, product knowledge, and diverse offerings.

We stay ahead by updating clients on the latest trends in interior furnishings, ensuring stylish and functional solutions. As a comprehensive furnishing provider, we solve challenges in window, wall, and floor treatments, delivering excellence every step of the way.",,6590085008,https://btogroupbuy.sg/brand/ml-3221d4cc-9681-4d9e-a867-62659c248b3a,1,BTO Customade Shaping Curtain enjoy 10% OFF
Magnetite singapore,Window & Curtain,"Double glazing installer in Singapore
",https://magnetite.com.sg/,+6568714898,https://btogroupbuy.sg/brand/magnetite-singapore-4e713ea7-acba-43e5-bf92-3cbda9ddded1,1,Get 150 SGD off your order and receive a FREE gift upon sign-up!
Mega Furniture,Bedroom,"Shop Quality Furniture in Singapore – Megafurniture.sg

Welcome to Megafurniture.sg, your one-stop destination for stylish, affordable, and quality furniture in Singapore. Discover an extensive range of furniture to enhance every room in your home, including sofas, beds, dining tables, storage solutions, and more. At Megafurniture, we combine modern designs with durable craftsmanship, offering products that suit any style, from contemporary to classic. Enjoy a seamless online shopping experience with fast delivery and exceptional customer service. Transform your space with Megafurniture.sg – where comfort meets elegance at unbeatable prices. Shop now and bring your dream home to life!",https://megafurniture.sg/,6594380847,https://btogroupbuy.sg/brand/mega-furniture-c9cbc6ce-9e49-47ae-a2d0-7ae941826b64,5,Somnuz Premium Collection Mattress 10% OFF | BTO Premium Coffee Table enjoy 10% OFF | Mega Furniture Mattress enjoy $300 OFF | Premium Dining Table enjoy 10% OFF | Fabric & Leather Sofa enjoy 10% OFF
Meide,Cleaning Services,"🧹❄️👶 New BTO Homeowners, This One’s For You!

Just got your keys and busy settling in? Don’t stress over housework, babysitting, or even your aircon servicing — MEIDE.SG is here to lighten your load with exclusive BTO promotions!

From sparkling clean homes, to caring babysitters, to smooth-running aircons — MEIDE.SG provides reliable, professional, and affordable services trusted by thousands of Singapore families.

Here’s what you’ll enjoy as a BTO owner:
✨ Aircon Servicing – 10% OFF all services
✨ Babysitting – 18% OFF all services
✨ Cleaning – FREE 1 hour with every booking

Because moving into your dream home should be stress-free, not back-breaking.

👉 Use Promo Code: #BTOGB-MEIDE when booking.",https://meide.sg/,6585958579,https://btogroupbuy.sg/brand/meide-6787685c-327e-4b4c-9bf3-3dfccf592662,3,Babysitting 18% OFF all services | Aircon Servicing all 10% OFF | Home Cleaning & Babysitting enjoy 18% Off
Meow Meow Cat Mash,Pets Care,"🐾 Meow Meow Mesh

Pamper your furry friends with premium, stylish, and durable pet essentials! From cozy beds to playful accessories, Meow Meow Mesh is all about comfort, quality, and happy cats.",https://meowmeowmesh.sg/,+6588338100,https://btogroupbuy.sg/brand/meow-meow-cat-mash-05e98d50-8517-4b92-930b-b4db53baeffd,1,🐾 Meow Meow Mesh – GroupBuy Exclusive
Miya Singapore,Water,"Discover pure water perfection with MIYA Ultrafiltration System!
 
Unlock exclusive discounts beyond our promotional prices. SCAN OUR QR CODE to dive into savings today. 
Visit our website at https://miyasg.com or WhatsApp us now for more details!",https://miyasg.com/,+6582232999,https://btogroupbuy.sg/brand/miya-singapore-7b5072c5-910f-4568-a8e9-7699c59cecdb,1,Water Filtration System only at $198
Moriguard,Window & Curtain,"👉🏻 BTO groupbuy discount
- 10 buyers 10%
- 20 buyers 20%

Looking for a way to secure your home and enjoy natural ventilation? ✨

Moriguard’s Insect and Safety Mesh gives you dual protection without compromising on style. 

What you get: 

🔐 Safety Mesh 
- 304 Stainless Steel
- Locakable frames

🦟 Insect Mesh 
- Good quality polyester mesh 
- Blocks out mozzies and flying pest 

✔️ Free on-site measurement & consultation. Book here: https://www.moriguard.sg/pages/schedule-your-appointment

🔎 Learn more: https://www.moriguard.sg/",https://www.moriguard.sg/,6596188655,https://btogroupbuy.sg/brand/moriguard-895c5507-7607-40e8-b483-fb9b1fa0a2f1,1,Moriguard’s Insect and Safety Mesh 20% OFF
MyRepublic,Other Services,#1 Fibre Broadband Provider in SG. Official Dealer,https://myrepublic.net/sg/,+6596970965,https://btogroupbuy.sg/brand/myrepublic-cc47561c-b871-4025-8453-10ec37bd8ec5,2,3 Months FREE + RM600 Router Voucher | 3 Months FREE + Hyperspeed 10Gbps
Nouvelle Workz,Full House Renovation,"Nouvelle Workz specialize in Metallic Epoxy and Decorative Wall Panels. These materials can directly overlayed on any surfaces for commercial and residential use. We are also well known for our exquisite and tasteful renovation projects. Together as a team, we produce high quality and cost effective solutions to customers. Nouevelle Workz offers customized designs for flooring, walls, carpentry, electrical works, plumbing work, partition, false ceiling, plastering, etc. We are direct contractor and offer competitive prices to suit customers’ budget.", nouvelleworkz.com,+65 9109 8102,https://btogroupbuy.sg/brand/nouvelle-workz-0a0ceb1f-a44d-49ab-93f6-a81740c6565f,7,"Renovation Floor and Door Protection Singapore BTO Group Buy  | Renovation Haulage Service Singapore BTO Group Buy  | Cheap Renovation Service Singapore BTO Group Buy from $50🔥 | ✨Marble Acrylic Panel + LED Ceiling Panel BTO Group Buy✨ |  🔥5in1 Renovation Package of Kitchen, Bathrooms & Painting 🔥 | 🔥Reno For Living Room & Bedroom - Limited Solts🔥 | 🔥 BTO / RENO GROUP BUY DEAL – LIMITED SLOTS!🔥"
Nova Furnishing,Furniture,"Making life better 
one home at a time.

Since 2002, we've done our best to make buying furniture easy, stress- and hassle-free. In addition to a wide selection of affordable furniture, we also make customising easy—so that you always get exactly what you want.

We believe that good furniture works for you.
We can make what you need with your life in mind and come up with something truly, uniquely your own. Best of all, we do it affordably, so no one’s ever discouraged from getting the right colour, material, fit, finish, or feature to create even more comfort for your home and in life.",https://www.novafurnishing.com/,6597165430,https://btogroupbuy.sg/brand/nova-furnishing-e64ed14c-326e-4574-837c-c55d2a895543,3,10in1 BTO Furniture Set | 9in1 BTO Home Package | Nova 8in1 Home Package
Novas Singapore,Window & Curtain,"Our vision extends beyond merely being the largest in the industry; instead, we aim to be the epitome of excellence. We aspire to be the leading product developers and service providers in our field. Our driving force is rooted in a deep commitment to doing what is right for our business, our customers, and our planet. We understand the importance of making responsible decisions that have a positive impact today and for future generations. We strive to develop and offer innovative lifestyle products and appliances at an unprecedented price point.",www.novas.sg,+6590663201,https://btogroupbuy.sg/brand/novas-singapore-aa354668-cc06-408f-b8d5-f8d56118fe07,2,"BEST SELLER BTO Window Mesh Promo – Full House from $1,299 | 🔥 BTO Window Upgrade PROMO – Whole House from ONLY $1,009🔥"
Oculus collective,Door & Locks,Door shop in Singapore,https://www.google.com/aclk?sa=l&ai=DChsSEwjUjsC38tGOAxXtgIMHHWtyHIYYACICCAEQABoCZWY&co=1&ase=2&gclid=CjwKCAjw7fzDBhA7EiwAOqJkh6VpRYT-QPBkg6DeEPMX5g4M4sAftIJ7T4Jm4bWIqMJi4qjhtT-XwRoCLf8QAvD_BwE&category=acrcp_v1_48&sig=AOD64_0amQVHlW-DAKvzvyhgw5ihyVxgjQ&q&nis=4&adurl&ved=2ahUKEwjw4bq38tGOAxXdyAIHHWvSDDkQ0Qx6BAgXEAE,+6583053581,https://btogroupbuy.sg/brand/oculus-collective-c34724a7-10c7-4700-be4a-01252920fffa,2,10% Off Eclipsed Glass Concealed Casement Door | 10% Off Eclipsed Sliding Door with Pulley System 
One Two One,Furniture,"Welcome to One Two One
Where Quality meets affordability

At One Two One, we’re dedicated to delivering high-quality furniture at prices that make sense.

Our collections are designed in Australia and Italy, tailored specially to suit the lifestyle and homes of Singapore.

From sleek Italian minimalism to relaxed Australian contemporary living, every piece reflects thoughtful design made for comfort, style, and everyday practicality.


Join us as we bring our exquisite collections to Singapore and beyond.",https://121.com.sg/,6580121688,https://btogroupbuy.sg/brand/one-two-one-21925fff-01d5-48f1-b47e-e2bc286a7ea9,4, ✨Solid Wood Dining Set Up to 22% OFF + Additional $100 First Purchase  | ✨Premium Armchair Up to $150 OFF + Additional $100 First Purchase | ✨Solid wood Dining Chair Up to 22% OFF + Additional $100 First Purchase (Minimum spend $1000) | ✨Premium Sofa Up to 21% OFF + Additional $100 First Purchase
Pacco Pte Ltd,Window & Curtain,Pacco Pte Ltd establishes itself as a trusted plastic sheets solutions provider.,https://pacco.com.sg/,+6565470208,https://btogroupbuy.sg/brand/pacco-pte-ltd-38935b6b-1b51-4112-a8c9-0a2dc559be22,4,Pacco Interior Films - Laminate Door Wrap | Pacco Green Series Window Film | Pacco Safety Films | Pacco Chill Series Window Film
Paintland Construction,Painting,"Painting.com.sg is founded by Paintland in 2012 to provide professional painting services in Singapore. In Singapore, painters are generally not seen as a professional trade and the only thing that really closes a deal is giving low ball pricing . Thus, in order to survive and get new jobs, painters start to develop a way to counter this by using low quality paint and use illegal workers to bring down the cost for the job. This is something we at Paintland, wants to change. We believe that in the million of homes in Singapore, there will be home owners who wants quality paint with experienced painters at reasonable pricing. Our biggest mission is to make painting services a professional work and allow home owners who wants a good paint job a avenue to find professionals easily in Singapore. Providing 4 main painting services locally has built us a reputation of using good quality paint from various paint manufacturers in Singapore and also allow us to attract and retain experienced and professional painting team that have at least 10 years experience doing painting on a daily basic. The 4 main services we provide are Interior Painting Services, Exterior Painting Services, Epoxy Painting Services and Textured wall & Lime wash Painting Services. These 4 main services covers the bulk of painting services we provide in Singapore and we strike to be the painting company that home owners will love and support in years to come. ",Www.painting.com.sg ,+659843 3982,https://btogroupbuy.sg/brand/paintland-construction-e2054a7f-ac6d-44c6-8e70-1574241080b5,1,HDB Painting BTO Group Buy Special Promotion 28%OFF 🔥
Pillar Projects,Renovation & ID,"Pillar Projects
Three Pillars, One Vision.

Interior Design & Build — Residential | Commercial | F&B
At Pillar Projects, we design with you, not just for you.
Every home tells a story — our role is to translate your ideas into a space that feels personal, functional, and uniquely yours.
With our in-house design-build team, we deliver concept-driven designs, reliable workmanship, and transparent project management from consultation to handover.

Our Core Pillars:
🧱 Design Excellence — Concept-driven, material-accurate, client-aligned.
🔧 Quality Build — Skilled craftsmanship, precise detailing, reliable partners.
📅 Project Assurance — Transparent costing, clear timelines, accountability.

",https://www.pillarprojects.sg/,6580442510,https://btogroupbuy.sg/brand/pillar-projects-5fbfef05-8168-499b-8a50-9d88a7b815f4,3,✨ Exclusive Material Experience Pass — Feel Your Home Before It’s Built | 🏠 Free Home Consultation — Lock In Your Design Slot | $500 Design Credit for Your New Home Renovation — Limited Slots!
Prime Defectors,Defect Checking,"Why Choose Prime Defectors
 Certified Inspectors

Our team is trained and certified to spot even the smallest defects, giving you confidence that nothing is overlooked.



 Detailed Reports

We provide clear, photo-supported defect reports that make it easy to highlight issues to your developer or contractor.



 Transparent Pricing

No hidden fees — our packages are straightforward and affordable, so you know exactly what you’re paying for.



 Friendly Support

From booking to inspection day, our team is approachable, responsive, and ready to guide you through the process.",https://primedefectors.com/,+6580274216,https://btogroupbuy.sg/brand/prime-defectors-3938a9b0-fe87-4851-bf68-14283d0eda35,2,Condo Defect Check enjoy 35% OFF | BTO Defect Check enjoy 35% OFF
ProFurnishing Pte Ltd,Renovation & ID,"At ProFurnishing Pte Ltd (ProF), we believe in the perfect combination of quality, style, and value. What sets us apart is our commitment to customer satisfaction. We ensuring that our clients receive not only exceptional products/services but a memorable experience every time. We work closely with you to understand your needs, providing expert advice and ensuring a seamless installation experience. Whether you’re remodelling a single room or designing a large-scale project, we’ve got you covered with professional, reliable service from start to finish.",Profurnishing.com.sg,+65 80883897,https://btogroupbuy.sg/brand/profurnishing-pte-ltd-461dbaf9-2bb8-4e36-9cfb-20fa75fed49d,4,🔥HDB China Fabric Wallpaper Package BTO Group Buy - Saving $50🔥 | 🔥HDB Korean wallpaper package BTO Group Buy - Saving $50🔥 | 🔥Interior Digital Art Printing Design Wallpaper BTO Group Buy - Saving $50🔥 | 🔥Vinyl Flooring Promo Package BTO Group Buy - Saving $100🔥
Reno Tender,Renovation & ID,"In RenoTender we are
home and property owners too.

Yes, everyone in RenoTender are home and property owners ourselves. We know the pain of going through the time consuming renovation process of comparing and selecting suitable ID. So we bring our ID trading partners along with their bids for your projects for you to do apple to apple comparisons at the comforts of your home.",https://www.renotender.com.sg/,6588621762,https://btogroupbuy.sg/brand/reno-tender-34d4f290-72f0-455d-9277-d876b3b8bd06,3,Renovation idea with Reno Tender | 🤖 Smarter Renovations Powered by AI | 🏢 Transform Your Business Space with RenoTender!
Reroom,Bedroom,We provide a range of modular cabinetry that can be mix and match into many combinations that will suit your home with just a few clicks. Try it out using our drag and drop tool on our website or select from our collection of pre-design sets.,https://reroom.com.sg/,6582187686,https://btogroupbuy.sg/brand/reroom-86ec1311-4745-487f-8b64-59793b8155ef,3,Vertical/Queen Wall Bed SAVING $200 | Vertical/Super Single Wall Bed SAVING $200 | Vertical/Single Wall Bed SAVING $200
Ristoire,Window & Curtain,"At Ristoire, our story began with a simple but important mission: to create safer, more comfortable homes for families in Singapore. Inspired by a personal need—my partner’s fear of lizards—we discovered a gap in the market. A trip to Korea revealed innovative retractable window meshes, and later, dual-function mesh-blind systems that allow airflow and blackout control. We brought these high-quality, bespoke solutions to Singapore to elevate urban family living.",https://ristoire.com,8878 4383,https://btogroupbuy.sg/brand/ristoire-3d6e54a6-070d-4102-b2b4-55831a793ec2,2,BTO Retractable Pet-friendly Mesh Group Buy - 5% OFF | BTO Retractable Insect Mesh Group Buy - 5% OFF
Rozel Furnishing,Furniture,"Rozel is proud to be founded in Singapore. Like you, we’re a bunch of enterprising entrepreneurs who care about creating an inspiring home we call our own. 

 The problem of limited furnishing options, expensive low-quality products here inspired us to build Rozel for our fellow countrymen.",https://www.rozelfurnishing.com.sg/,6597165430,https://btogroupbuy.sg/brand/rozel-furnishing-cc9dcb8c-a95f-4f5c-81b9-d4df37d68067,3,🔥Best Seller Package Saving $4199🔥 | BTO Furniture Full Package Saving $1900 | Rozel BTO Package Saving $1889
Secret Furnishing,Window & Curtain,"Secret Furnishing journey started as Specialists in Curtains and Blinds with over 10 years in the business with the aim of creating cozy homes with the foundation of TRUST built with their clients, eliminating frustrations of hidden costs with TRANSPARENCY and competitive price in the industry. Driven to provide the BEST VALUE with the three value pillars centering around: Exceeding Customer Satisfaction, Transparent Pricing, and Professionalism ensuring a refined and lasting experience.",https://secretfurnishing.co/,6584488973,https://btogroupbuy.sg/brand/secret-furnishing-3322afef-8379-408e-9088-b28c5db68b4a,6,Balcony Fixed Invisible Grilles BTO Group Buy  | Premium Wallpaper BTO Group Buy Packag  | Motorised Zip Track Blinds + Free LED Upgrade BTO Group Buy | HDB Yard Zip Track Blinds  BTO Group Buy Package | HDB Invisible Grilles BTO Group Buy Promo – From $750 Nett | Bundle Deal Curtains & Blinds from $780
SG Clean,Cleaning Services,"Professional, Quality Cleaning",https://sg-clean.info/,+6581006527,https://btogroupbuy.sg/brand/sg-clean-4804d3ef-c192-42f9-a804-bd8f2b7f7a4a,3,5% discount on all services | 5% discount on all items | 5% Off BTO GroupBuy Prices + Sterra Gifts for selected packages
SG DefectScan,Defect Checking,We have also established to be the best in the industry when it comes to eye for details and service excellence. ,https://www.sgdefectscan.com/,+6587766987,https://btogroupbuy.sg/brand/sg-defectscan-05ebb54f-39bd-4a65-8621-e4ba00a20a65,0,
ShadeSpace,Window & Curtain,Blinds shop in Singapore,https://shadespace.com.sg/,+6586858847,https://btogroupbuy.sg/brand/shadespace-6f84af4a-1d3c-41ab-80b1-bc89085cee7a,1,$899 BTO ZipBlind Package
Sinewy SG,Furniture,Ladder provider,https://www.lazada.sg/shop/sinewy-sg,+6582545470,https://btogroupbuy.sg/brand/sinewy-sg-edd3b235-13ac-459f-8b8d-01705f43187e,1,Step Ladder Lightweight Compact Safety Certified [2 / 3 / 4 Steps available]
Singapore Carpentry,Door & Locks,"At Singapore Carpentry, we focus on designing and building beautiful interior and facade of houses at the most affordable rate. Having rich experiences in bespoke furniture and cabinets, Singapore Carpentry is able to produce products that are at once timeless and impressive. Singapore Carpentry uses a “design-and-build” concept; our experienced designers will work hand-in-hand with you to design entities precisely tailored to your requirements for multi-facetted living, meeting our modern days living needs. Bearing in mind our mission of providing quality carpentry at affordable price, we seek to retain the maximum values to our esteemed customers.
",www.carpentry.sg,+6581695878,https://btogroupbuy.sg/brand/singapore-carpentry-f185ba80-0f7a-4aed-bdc7-fdc23d5b78b3,1,Ultra-Modern Sleek Glass Door Promo BTO Group Buy
